"id","GPA","QI","act","male","race","age","fulltime","PellEligible","firstgen","major","ftfy","motivation","work"
3685,4,46,26,0,4,18,1,0,0,4,1,32.5,1
3686,4,60,33,0,4,18,1,0,0,1,1,60,0
3687,4,54,32,1,4,19,1,0,0,2,1,45,0
3688,3.67,48,16,1,2,18,1,0,0,5,1,35,0
3689,4,36,22,0,4,19,1,0,0,5,1,20,1
3690,2,34,15,0,2,18,1,0,1,10,1,25,1
3691,4,37.5,23,0,4,19,1,1,1,2,1,30,1
3692,3,30,23,1,3,19,1,0,1,9,1,60,1
3693,4,32,16,0,2,18,1,0,0,9,1,45,0
3694,4,56,23,0,4,19,1,0,0,9,1,45,0
3695,3,42,21,0,4,19,1,0,1,3,1,54.2857142857143,0
3696,3,12,21,0,4,19,1,0,0,7,1,22.5,1
3697,3,6,24,0,4,19,1,0,0,3,1,35,0
3698,4,48,25,1,4,19,1,0,1,9,1,20,0
3699,3,26,20,0,4,18,1,0,0,6,1,22.8571428571429,1
3700,4,54,26,0,4,19,1,0,0,1,1,47.5,1
3701,3.33,36,28,1,6,18,1,0,0,1,1,52.5,1
3702,4,40,24,1,4,19,1,0,0,7,1,40,0
3703,3.33,60,22,1,4,19,1,0,0,11,1,37.5,0
3704,4,54,28,0,6,19,1,0,0,7,1,47.5,1
3705,4,60,32,0,4,18,1,0,0,1,1,42.5,1
3706,4,60,27,0,4,18,1,1,0,10,1,50,0
3707,3.33,44,17,0,2,18,1,1,1,2,1,32.5,0
3708,2.33,44,17,1,2,19,1,1,1,7,1,20,1
3709,4,34,31,1,5,19,1,0,1,9,1,47.5,0
3710,4,48,26,0,4,18,1,0,0,9,1,35,0
3711,3.33,60,14,0,2,20,1,0,1,9,1,60,0
3712,3.67,50,27,0,4,19,1,0,0,1,1,99,1
3713,4,60,30,0,4,18,1,0,0,1,1,50,1
3714,3.67,52,22,1,4,19,1,0,0,11,1,47.5,0
3715,4,52.5,20,1,4,22,1,0,0,9,0,42.5,1
3716,3.67,34,27,0,4,18,1,1,0,11,1,40,0
3717,4,52,31,0,4,18,1,1,0,11,1,42.8571428571429,0
3718,4,57.5,28,1,4,18,1,0,0,7,1,32.5,0
3719,4,48,31,1,4,19,1,0,0,5,1,37.5,0
3720,4,42,26,0,2,18,1,0,0,9,1,30,1
3721,3.67,50,23,1,4,18,1,0,0,9,1,37.5,1
3722,4,50,23,1,4,20,1,0,0,5,0,10,1
3723,2.67,58,28,1,4,19,1,0,1,3,1,35,0
3724,3.33,50,22,0,2,19,1,0,1,9,1,37.5,1
3725,3.67,18,26,0,4,18,1,0,1,2,1,22.5,0
3726,3.67,32,29,1,4,20,1,0,1,7,0,34.2857142857143,1
3727,3,40,19,0,2,18,1,0,1,1,1,60,0
3728,3.67,54,28,0,6,18,1,0,1,8,1,35,0
3729,3,60,19,0,4,18,1,0,1,4,1,30,1
3730,4,46,20,0,4,18,1,0,0,9,1,35,1
3731,4,30,25,0,4,19,1,0,0,9,1,12.5,1
3732,4,60,27,0,4,19,1,0,0,11,1,60,1
3733,4,42.5,30,0,4,18,1,0,0,1,1,32.5,1
3734,4,54,25,0,4,18,1,0,0,9,0,42.5,1
3735,3.67,50,23,1,3,18,1,0,0,6,1,45,1
3736,4,44,19,0,4,19,1,0,1,4,0,52.5,1
3737,2.67,0,15,0,4,19,1,1,0,4,0,0,1
3738,4,34,25,0,4,18,1,0,1,9,1,47.5,1
3739,3.33,45,16,0,4,18,1,0,0,7,1,40,0
3740,3.33,32,19,0,2,19,1,0,1,5,1,37.5,1
3741,3.67,44,30,1,4,18,1,0,0,1,1,37.5,1
3742,4,44,28,0,4,19,1,0,0,2,1,32.5,1
3743,4,44,24,0,4,19,1,0,0,10,1,40,0
3744,3,46,26,0,4,19,1,0,0,2,1,57.1428571428571,0
3745,3.67,26,32,1,1,18,1,0,1,2,1,45,0
3746,3.33,42,23,0,2,18,1,0,1,1,1,20,0
3747,3,50,24,1,4,19,1,0,1,8,1,52.5,0
3748,4,26,31,1,3,19,1,0,0,9,1,20,0
3749,3.33,50,29,0,3,18,1,1,0,4,1,57.5,1
3750,3,30,25,0,4,19,1,0,0,2,1,57.5,1
3751,4,54,25,0,4,19,1,1,1,9,1,35,0
3752,3,35,24,0,4,19,1,0,0,4,1,22.5,0
3753,3.33,36,28,0,4,18,1,0,1,9,1,45,0
3754,4,54,30,0,4,18,1,0,1,9,1,27.5,1
3755,4,20,28,0,4,18,1,0,1,4,1,15,0
3756,3.33,26,24,0,4,19,1,0,0,9,1,27.5,0
3757,3.33,58,22,1,6,18,1,1,1,8,1,20,0
3758,3.67,44,33,0,4,18,1,0,0,9,1,32.5,1
3759,3.33,32,30,0,4,18,1,0,1,5,1,45,1
3760,4,54,28,0,4,19,1,0,1,6,1,60,1
3761,4,37.5,34,0,4,18,1,0,0,6,1,35,0
3762,3.67,50,28,1,4,19,1,0,0,1,1,57.5,0
3763,3.67,50,24,1,4,18,1,0,0,8,1,37.5,0
3764,4,60,30,0,4,18,1,0,0,2,1,57.5,0
3765,3,60,22,0,4,19,1,0,0,9,1,25,0
3766,4,48,31,1,4,18,1,0,0,8,1,37.5,0
3767,4,50,28,0,4,19,1,0,1,3,1,47.5,0
3768,3.33,26,21,0,4,18,1,0,0,9,1,25,0
3769,2.33,48,19,0,4,18,1,0,0,11,1,42.5,1
3770,3.67,34,24,0,6,18,1,0,0,9,1,60,1
3771,3.33,22,21,0,4,18,1,0,1,9,1,20,1
3772,4,22.5,21,0,2,18,1,0,1,4,0,17.5,0
3773,2,58,14,0,2,40,1,0,1,5,0,42.5,1
3774,3.67,26,21,0,2,18,1,0,1,9,1,17.5,0
3775,4,36,25,1,3,19,1,0,1,4,1,20,0
3776,3,56,23,1,4,18,1,0,1,8,1,52.5,0
3777,3,34,19,0,5,18,1,0,1,9,1,27.5,1
3778,3.67,60,17,1,5,19,1,0,1,5,0,30,0
3779,4,50,27,1,4,18,1,0,0,9,1,30,0
3780,4,44,30,0,4,19,1,0,0,11,1,47.5,1
3781,4,37.5,26,1,4,18,1,0,0,3,1,17.5,0
3782,3,42,19,1,4,19,1,0,1,2,1,7.5,0
3783,3.67,40,24,1,6,19,1,0,1,5,1,32.5,1
3784,3.33,30,25,0,4,18,1,0,1,7,1,25,0
3785,2,56,24,1,6,18,1,0,1,8,1,55,0
3786,4,54,24,0,4,19,1,0,0,10,1,57.5,1
3787,2.33,40,19,0,4,18,1,0,0,11,1,50,0
3788,3.67,40,22,0,4,19,1,0,0,1,1,28.5714285714286,0
3789,4,56,31,0,4,18,1,1,0,11,1,45,0
3790,3.67,42,27,1,4,19,1,0,0,2,1,37.5,0
3791,2.67,42,21,1,4,24,1,0,0,11,0,50,1
3792,3.33,34,19,0,2,18,1,0,0,9,1,40,0
3793,3.33,30,26,1,4,19,1,0,1,11,1,37.5,0
3794,3.67,36,17,0,4,19,1,0,1,9,1,28.5714285714286,0
3795,3.33,26,21,0,4,19,1,0,0,4,1,30,0
3796,4,38,23,1,4,37,1,0,0,11,1,15,1
3797,4,52.5,29,0,3,18,1,0,0,1,1,60,0
3798,4,60,33,1,4,18,1,0,0,2,1,42.5,0
3799,3,50,25,0,4,19,1,0,0,1,1,35,1
3800,3,32,28,0,4,18,1,0,0,1,1,55,0
3801,3.67,32.5,35,1,4,18,1,0,0,2,1,32.5,1
3802,3.67,22,25,0,4,18,1,0,1,4,1,32.5,0
3803,3.67,60,19,0,4,19,1,0,0,9,1,60,0
3804,3.33,40,19,0,4,19,1,0,1,7,1,30,1
3805,3.67,60,17,1,3,19,1,0,0,9,1,55,1
3806,2,60,21,1,6,18,1,0,1,2,1,50,0
3807,3,56,18,1,6,19,1,0,1,2,1,54.2857142857143,1
3808,2.33,46,21,0,1,18,1,0,1,2,1,37.5,0
3809,3.33,60,16,0,3,18,1,0,1,7,1,60,1
3810,4,26,23,0,2,18,1,0,1,1,1,60,1
3811,2.67,38,25,1,6,18,1,0,1,5,1,20,1
3812,3.33,30,28,1,4,19,1,0,0,5,1,12.5,1
3813,4,60,24,1,1,19,1,0,1,3,1,50,0
3814,4,42,27,1,4,19,1,0,0,1,1,35,1
3815,3.67,50,28,1,4,19,1,1,0,5,1,42.5,0
3816,2.67,28,17,1,4,19,1,1,0,9,1,27.5,0
3817,3,44,25,1,6,18,1,0,0,1,1,40,0
3818,3.67,22,22,0,4,18,1,0,0,8,1,30,0
3819,3,52,27,0,4,19,1,0,1,2,0,42.5,1
3820,4,50,25,0,6,18,1,0,0,9,1,35,1
3821,3.33,58,19,0,3,18,1,0,1,7,1,57.5,1
3822,2,42,21,0,3,18,1,0,0,2,1,37.5,1
3823,3,56,21,1,3,19,1,0,0,5,0,45,1
3824,3.33,40,24,0,3,18,1,0,1,2,1,37.5,1
3825,3.67,52,25,0,4,18,1,0,1,9,1,25,0
3826,3.67,60,23,0,4,19,1,0,0,1,1,50,1
3827,3.67,50,16,0,4,19,1,0,1,4,1,60,1
3828,3.33,60,18,0,3,18,1,0,1,9,1,52.5,1
3829,3.67,50,19,1,3,19,1,0,1,8,1,40,1
3830,3.33,38,17,0,2,18,1,0,1,9,1,47.5,0
3831,3.67,40,24,0,5,18,1,0,0,4,1,22.5,1
3832,3.67,54,22,1,3,18,1,0,1,8,1,55,0
3833,4,42,20,0,4,18,1,0,0,9,1,47.5,1
3834,3.67,60,29,0,2,18,1,0,0,9,1,40,1
3835,3.33,26,18,0,5,18,1,0,0,9,1,12.5,0
3836,3.67,42,18,0,2,19,1,0,1,9,1,30,0
3837,2.67,54,8,0,2,19,1,0,0,9,1,25.7142857142857,1
3838,3,38,23,0,6,18,1,0,1,9,1,20,1
3839,2,36,15,0,6,19,1,0,0,5,1,40,1
3840,3.33,52,24,1,4,18,1,0,0,11,1,60,0
3841,2,22,23,1,4,19,1,0,0,4,1,12.5,0
3842,3,56,22,1,3,18,1,0,1,9,1,35,0
3843,3,48,19,0,3,19,1,0,1,5,1,55,0
3844,3.67,42,25,0,4,18,1,0,0,5,1,31.4285714285714,1
3845,3,58,20,1,4,18,1,0,1,4,1,37.5,0
3846,3.67,38,27,0,4,18,1,0,1,8,1,10,1
3847,4,40,27,0,2,18,1,0,0,1,1,27.5,0
3848,3.67,20,22,0,4,19,1,0,0,6,1,20,0
3849,2.67,42,25,0,4,19,1,0,1,8,1,42.5,1
3850,3.67,46,26,0,4,18,1,0,0,11,1,50,1
3851,4,60,31,1,1,18,1,0,1,2,0,30,0
3852,3.67,8,27,1,4,18,1,0,1,8,1,20,1
3853,2.67,32,24,0,4,18,1,0,0,7,1,37.5,0
3854,3.67,44,22,0,3,18,1,0,0,6,1,52.5,1
3855,4,60,27,0,4,19,1,0,0,1,1,40,1
3856,2.33,38,20,0,2,18,1,0,0,1,1,35,0
3857,3,60,22,0,4,18,1,0,0,11,1,37.5,0
3858,4,44,28,0,6,18,1,0,0,1,1,40,1
3859,4,60,31,1,1,18,1,0,0,1,0,60,0
3860,3.67,60,24,0,6,18,1,0,1,5,1,50,1
3861,4,12,23,0,4,19,1,0,0,4,1,32.5,0
3862,3,32,17,0,3,19,0,0,1,3,0,40,1
3863,3.67,52.5,20,1,3,18,1,0,0,8,1,55,0
3864,2.67,54,23,1,3,18,1,0,1,7,1,32.5,0
3865,4,60,25,0,3,19,1,0,1,2,1,52.5,0
3866,3.33,44,26,0,3,19,1,0,0,9,1,30,1
3867,3.67,0,24,0,6,18,1,0,0,3,1,30,1
3868,3.33,28,11,0,3,20,1,0,1,11,1,25,0
3869,3,44,17,1,3,19,1,0,1,10,1,37.5,1
3870,3.67,35,24,1,3,18,1,0,0,5,1,17.1428571428571,1
3871,4,52,18,0,3,18,1,0,0,2,1,12.5,0
3872,3,54,12,0,3,20,1,0,0,5,1,60,0
3873,2.33,55,22,0,4,18,1,0,1,9,1,52.5,0
3874,3.67,60,20,0,3,18,1,0,1,9,1,42.5,1
3875,2.33,60,20,1,3,18,1,0,1,9,1,40,1
3876,3.33,32,18,1,6,18,1,0,1,1,1,40,0
3877,3.33,30,20,0,3,18,1,0,1,5,1,55,1
3878,2,56,17,1,3,18,1,0,1,10,1,40,1
3879,2,56,19,0,3,20,1,0,1,11,1,57.5,0
3880,3.33,34,21,0,3,18,1,0,1,2,1,35,1
3881,4,52.5,23,0,3,18,1,0,1,9,1,30,0
3882,3.67,58,25,1,3,18,1,0,1,3,1,47.5,0
3883,3,36,17,0,3,20,1,0,0,10,1,27.5,0
3884,4,42.5,32,0,1,18,1,0,1,3,1,37.5,0
3885,3.33,58,17,0,3,18,1,0,1,7,1,37.5,0
3886,2,10,18,0,3,19,0,0,1,10,1,20,0
3887,3.33,12,24,0,3,18,1,0,1,2,1,52.5,1
3888,3.33,24,18,0,3,19,1,0,1,10,1,17.5,0
3889,4,44,27,1,6,18,1,0,1,9,1,42.5,0
3890,3,8,17,0,6,19,1,0,0,3,1,5.71428571428571,0
3891,4,30,20,0,2,18,1,0,1,2,1,60,0
3892,4,37.5,28,0,5,16,1,0,0,8,1,40,1
3893,3.67,40,22,0,4,18,1,0,1,3,1,40,1
3894,4,40,24,0,3,18,1,0,0,7,1,20,1
3895,2.33,60,16,0,3,19,1,0,1,1,1,40,1
3896,3.33,58,21,0,3,18,1,0,0,9,1,52.5,1
3897,2.67,32,17,0,2,18,1,0,1,1,1,17.5,0
3898,3.33,54,17,0,3,19,1,0,1,10,1,45,0
3899,2.67,40,18,0,6,19,1,0,1,9,0,20,1
3900,2.33,46,25,1,4,19,1,0,1,5,1,30,0
3901,3.67,47.5,21,0,4,19,1,1,0,9,1,35,0
3902,3.67,36,22,0,4,18,1,0,1,9,1,55,1
3903,3.67,36,17,0,4,18,1,0,0,9,1,12.5,1
3904,2.67,32,22,1,6,19,1,0,1,6,0,25,1
3905,3.67,48,15,0,2,19,1,0,1,7,0,55,0
3906,2.33,50,20,0,5,19,1,0,0,3,1,55,0
3907,4,50,30,0,4,18,1,0,0,9,1,35,1
3908,3,40,19,0,4,18,1,0,1,2,1,40,0
3909,2.33,44,22,0,4,19,1,0,0,9,1,35,1
3910,3.67,54,26,0,3,18,1,0,1,9,1,20,1
3911,4,60,17,1,1,19,1,0,1,2,1,60,0
3912,3.33,50,23,0,4,19,1,0,0,7,1,40,0
3913,2.67,27.5,29,1,4,19,1,0,1,5,1,15,1
3914,3.67,36,19,0,4,19,1,0,0,2,0,42.5,1
3915,2.67,42.5,21,0,2,19,1,0,1,10,0,60,1
3916,3.67,42,26,1,4,18,1,0,1,2,1,37.5,1
3917,3.33,60,19,0,3,19,1,0,1,9,1,40,0
3918,3.67,48,25,0,4,19,1,0,1,9,1,37.5,1
3919,4,58,21,0,3,18,1,0,0,1,1,55,0
3920,3.67,50,21,0,3,18,1,0,1,9,1,52.5,0
3921,3,42,29,1,4,18,1,0,1,1,1,32.5,0
3922,3.67,52,24,0,4,19,1,0,0,3,1,57.5,1
3923,3.33,50,20,0,2,18,1,0,1,9,1,42.5,0
3924,3.67,40,23,0,4,18,1,0,1,9,1,37.5,0
3925,3.33,54,17,0,3,19,1,0,1,5,1,60,1
3926,2.67,42,18,0,4,18,1,1,0,5,0,40,0
3927,2.67,30,19,0,5,18,1,0,1,5,1,30,0
3928,3.33,40,16,0,2,20,1,0,1,5,1,32.5,1
3929,2,28,17,0,3,21,1,0,0,11,1,45,1
3930,2.67,16,19,1,2,18,0,0,1,11,1,40,1
3931,2,50,11,0,6,19,1,0,1,9,1,52.5,0
3932,4,60,18,0,4,18,1,0,1,4,1,55,0
3933,3.67,60,22,1,3,19,1,0,1,3,1,52.5,0
3934,3.67,56,24,0,3,19,1,0,1,2,1,45,0
3935,3.67,48,23,1,3,18,1,0,0,8,1,25,1
3936,2.33,35,18,0,3,20,1,0,1,8,0,35,1
3937,3,40,14,0,2,18,1,0,1,9,1,60,1
3938,3,42,33,1,4,20,1,0,1,1,0,40,1
3939,1.67,60,28,0,4,18,1,0,0,2,1,32.5,0
3940,4,60,24,1,2,19,1,0,0,2,1,60,0
3941,3,42,28,1,4,19,1,0,0,3,0,47.5,0
3942,3.33,38,29,1,3,19,1,0,0,6,1,27.5,0
3943,3.67,40,25,1,2,19,1,0,0,1,1,37.5,0
3944,3,34,30,1,4,18,1,1,1,8,1,42.5,0
3945,3.33,30,30,0,4,18,1,0,0,3,1,22.5,0
3946,4,60,25,1,1,18,1,0,0,3,1,37.5,0
3947,4,60,33,1,5,18,1,0,0,5,1,52.5,1
3948,3.67,38,23,0,3,18,1,0,1,9,1,15,1
3949,3.33,52,23,0,3,18,0,0,1,9,1,20,0
3950,4,46,19,0,3,18,1,0,1,8,1,37.5,1
3951,1.67,60,18,0,3,19,1,0,0,9,1,60,1
3952,3,28,16,0,6,18,1,0,1,5,1,40,0
3953,4,34,26,1,3,18,1,0,0,8,1,20,0
3954,3.33,50,23,0,3,19,1,0,1,9,1,40,1
3955,3.67,52.5,24,0,4,18,1,0,1,7,1,45,1
3956,3,30,27,0,4,18,1,0,1,7,1,20,1
3957,4,10,19,0,4,18,1,0,1,8,1,12.5,1
3958,3.33,16,21,0,4,18,1,1,1,2,1,60,0
3959,4,32,21,0,4,18,1,0,0,5,1,32.5,0
3960,3,50,18,1,3,19,1,0,1,5,1,20,1
3961,3,46,21,0,6,17,1,0,1,9,1,40,0
3962,3,48,21,0,3,19,1,0,0,5,1,25,1
3963,3.33,50,19,1,4,19,1,0,0,6,1,45,0
3964,4,50,26,0,4,17,1,0,0,4,1,30,0
3965,3,37.5,25,1,3,19,1,0,0,3,1,55,1
3966,1.67,30,14,0,3,18,1,0,1,3,1,15,1
3967,3.67,50,24,0,1,20,1,0,0,9,1,57.5,0
3968,3,44,23,0,4,17,1,0,0,1,1,15,0
3969,3,24,18,0,1,19,1,0,1,8,1,40,0
3970,4,18,26,0,3,18,1,0,0,8,1,22.5,0
3971,3.33,46,27,0,6,18,1,0,0,2,1,40,0
3972,3,60,17,1,6,19,1,0,0,3,1,45,0
3973,2.67,44,18,1,3,18,1,0,1,8,1,37.5,1
3974,4,38,29,0,4,18,1,0,0,9,1,40,0
3975,3.67,42,22,0,6,19,1,0,0,5,1,20,1
3976,3.67,38,24,0,4,18,1,0,0,5,1,32.5,0
3977,3.33,60,31,0,4,17,1,0,0,2,1,42.5,0
3978,3.67,28,18,1,4,18,1,0,1,5,1,40,1
3979,4,46,30,0,4,18,1,0,0,2,1,25,0
3980,3.67,46,18,0,5,18,1,0,0,7,1,22.5,0
3981,4,26,25,0,4,18,1,0,1,7,1,37.5,1
3982,3.67,50,32,1,4,20,1,0,0,5,1,25,1
3983,3.67,30,30,0,6,18,1,0,0,2,1,25,0
3984,4,40,31,1,4,20,1,0,0,8,1,50,0
3985,3,42,31,0,4,18,1,0,1,11,1,27.5,0
3986,4,50,35,1,4,17,1,0,0,8,1,40,0
3987,2.33,60,24,0,4,18,1,0,1,4,1,47.5,1
3988,4,37.5,33,1,4,21,1,1,0,3,1,40,0
3989,3.33,22.5,29,1,5,20,1,0,0,11,1,17.5,1
3990,4,44,26,1,4,22,1,0,0,5,1,27.5,1
3991,3,60,21,0,4,18,1,0,0,11,0,40,1
3992,3.67,57.5,27,1,4,21,1,0,0,4,1,57.5,1
3993,4,48,33,1,4,21,1,1,0,9,1,35,0
3994,3,44,31,1,4,20,1,0,0,4,1,35,1
3995,3.67,46,30,0,4,18,1,0,0,7,0,52.5,1
3996,3.33,38,34,1,4,18,1,0,0,2,1,32.5,0
3997,3.33,4,27,1,4,21,1,0,0,4,1,27.5,1
3998,1.67,36,32,1,4,19,1,0,0,4,1,22.5,1
3999,4,22,35,1,4,18,1,0,0,8,1,22.5,1
4000,4,42,27,0,4,99,1,0,0,9,1,32.5,0
4001,3.33,20,29,1,4,20,1,0,1,9,1,37.5,1
4002,3.33,36,31,1,4,21,1,0,0,7,1,30,0
4003,3.33,60,36,1,4,20,1,0,0,2,1,50,1
4004,3,50,30,0,4,19,1,0,0,5,1,32.5,1
4005,1.67,60,30,1,4,18,1,0,0,4,1,57.5,1
4006,3.67,42,27,0,6,19,1,0,0,4,1,47.5,0
4007,3.33,47.5,29,0,4,18,1,0,0,3,1,37.5,0
4008,3.67,46,33,0,4,18,1,0,0,9,1,35,0
4009,3.67,42,27,0,4,19,1,0,0,7,1,60,1
4010,2,48,23,0,4,19,1,0,1,4,1,35,1
4011,3,60,24,0,4,18,1,0,0,7,1,40,1
4012,3.67,60,29,1,4,20,1,0,0,2,1,45,1
4013,3.33,60,30,1,4,20,1,0,0,5,1,35,1
4014,4,50,28,0,4,18,1,0,0,11,1,52.5,1
4015,2,40,29,0,4,19,0,0,0,1,0,52.5,1
4016,3.33,22,25,1,4,22,1,0,0,1,1,17.5,1
4017,3.33,47.5,33,1,4,18,1,0,0,4,1,35,0
4018,4,14,27,0,4,18,1,0,0,11,1,35,1
4019,3.67,36,30,0,4,19,1,0,0,7,0,30,1
4020,4,34,29,0,4,18,1,0,0,4,1,27.5,1
4021,3.67,56,30,1,4,19,1,0,0,2,1,37.5,0
4022,3,20,29,1,4,21,0,0,0,11,1,50,0
4023,3.67,50,24,0,6,18,1,0,0,11,1,50,1
4024,4,50,29,0,4,17,1,0,0,9,1,40,1
4025,4,42,34,0,4,19,1,0,0,9,1,52.5,0
4026,3.67,50,31,0,4,18,1,0,0,9,1,35,1
4027,3.33,46,19,1,4,21,1,1,0,5,0,52.5,1
4028,3,60,26,1,4,21,1,0,0,11,0,60,1
4029,3.67,46,31,1,4,18,1,0,0,1,1,17.5,0
4030,3.33,50,29,1,4,21,1,0,0,5,1,37.5,1
4031,3.67,40,20,1,6,20,1,0,1,8,1,27.5,1
4032,3,48,24,1,4,21,1,0,0,1,1,37.5,1
4033,3.67,44,31,1,4,20,1,0,0,2,1,27.5,1
4034,4,54,34,1,4,18,1,0,0,2,1,47.5,0
4035,4,42.5,35,0,4,18,1,0,0,11,1,32.5,0
4036,3.33,14,26,1,4,18,1,0,0,4,1,20,0
4037,4,44,29,1,4,21,1,0,0,11,1,45,1
4038,3,40,34,0,6,18,1,0,0,8,1,17.5,0
4039,3.67,16,29,1,4,19,1,0,0,7,1,27.5,0
4040,4,37.5,34,1,4,21,1,0,0,6,1,30,1
4041,3.67,12.5,30,0,4,18,1,0,0,9,1,27.5,1
4042,3.67,55,33,0,4,19,1,0,0,1,1,40,0
4043,4,60,27,0,4,18,1,0,0,5,1,15,0
4044,4,58,34,1,4,21,1,0,0,5,1,55,1
4045,4,50,28,1,4,21,1,0,0,2,1,27.5,1
4046,3.67,34,24,0,4,19,1,0,0,1,1,35,0
4047,4,55,29,0,4,19,1,0,0,7,1,50,0
4048,4,56,30,0,4,21,1,0,0,5,1,37.5,0
4049,3.33,38,25,1,6,21,1,0,0,8,0,35,1
4050,3.67,38,35,1,4,18,1,0,0,11,1,50,0
4051,3.67,46,30,0,4,19,1,0,0,9,1,40,0
4052,4,44,26,1,4,20,1,0,0,5,1,40,1
4053,3.67,40,29,0,4,18,1,0,0,11,1,40,1
4054,3.33,58,31,0,4,18,1,0,0,1,1,57.5,1
4055,3,46,28,0,4,18,1,0,0,5,1,32.5,0
4056,3.67,28,28,1,4,21,1,0,0,9,1,27.5,0
4057,1.67,18,18,1,2,21,1,0,0,3,1,32.5,1
4058,3.67,37.5,35,0,4,18,1,0,0,8,1,35,1
4059,4,40,28,0,4,19,1,0,0,9,1,42.5,1
4060,3.33,46,24,1,4,21,1,0,0,2,1,42.5,0
4061,3.67,54,24,1,4,19,1,0,1,8,1,42.5,0
4062,3.33,44,18,0,4,22,0,0,1,7,0,60,1
4063,3,45,22,0,4,19,1,0,0,1,1,25,1
4064,4,28,25,0,4,18,1,0,1,6,1,25,1
4065,4,44,25,0,4,18,1,0,0,7,1,35,1
4066,3,38,30,0,4,19,1,0,0,3,1,37.5,1
4067,3.67,50,24,1,4,18,1,0,0,4,1,57.5,0
4068,2.33,22,27,0,4,27,0,0,0,11,1,27.5,1
4069,4,40,26,0,4,18,1,0,0,10,1,37.5,1
4070,3.67,47.5,26,1,4,22,1,0,0,2,0,37.5,1
4071,3.67,54,19,0,4,28,0,0,1,2,0,40,0
4072,1.67,6,18,0,3,20,0,0,1,10,0,55,1
4073,3.33,52,21,0,4,19,1,0,1,9,1,40,1
4074,3,30,27,1,4,23,1,0,0,2,0,22.5,1
4075,4,34,28,0,4,18,1,0,0,7,1,20,1
4076,4,35,25,0,6,21,0,0,0,7,1,30,1
4077,2,26,20,0,4,21,0,0,0,9,0,20,1
4078,3.33,37.5,32,0,4,17,1,0,0,5,1,37.5,1
4079,3,50,23,1,4,22,1,0,1,3,0,42.5,1
4080,3,48,22,0,4,18,1,0,1,2,1,45,0
4081,3.67,45,17,1,4,20,1,0,0,9,0,42.5,0
4082,4,50,22,0,4,21,1,0,1,9,0,45,1
4083,4,60,23,0,4,18,1,0,0,1,1,55,0
4084,2,32,27,0,4,18,1,0,0,5,1,32.5,1
4085,3.67,38,28,0,4,18,1,0,0,1,1,20,1
4086,4,35,28,0,4,19,1,0,1,5,1,22.5,1
4087,4,44,23,0,4,19,1,0,1,11,1,42.5,0
4088,3.33,0,18,0,4,18,1,0,0,9,1,10,1
4089,3,16,20,1,4,21,1,0,0,7,1,42.5,1
4090,4,42,22,0,3,22,0,0,0,9,0,25,1
4091,3.67,40,23,1,4,19,1,0,0,4,1,25,0
4092,4,60,25,0,4,18,1,0,1,2,1,42.5,0
4093,4,58,30,0,4,19,1,0,0,1,1,12.5,1
4094,3,32,17,0,3,18,1,0,1,4,1,47.5,1
4095,4,42,33,1,4,18,1,0,0,1,1,17.5,0
4096,3.67,42,26,0,4,17,0,0,1,9,0,30,1
4097,4,36,25,0,4,18,1,0,0,11,1,40,1
4098,3,38,18,1,6,19,1,1,0,9,0,27.5,0
4099,3.67,42,18,0,6,18,1,0,1,2,1,32.5,1
4100,4,2,24,0,4,18,1,0,1,11,1,17.5,0
4101,4,54,24,0,4,18,1,0,0,9,1,37.5,0
4102,3.67,46,20,0,6,18,1,0,1,10,1,45,0
4103,3,24,22,0,4,19,1,0,1,5,1,40,0
4104,3.67,42,28,1,4,18,1,0,0,1,1,30,0
4105,2.67,56,22,1,4,18,1,0,0,11,1,40,1
4106,3.67,50,25,0,4,18,1,1,0,6,1,40,1
4107,4,60,28,0,4,18,1,1,0,2,1,25,0
4108,3.33,36,19,1,2,19,1,1,1,5,1,17.1428571428571,0
4109,3.67,38,26,0,6,19,1,0,0,7,1,22.5,0
4110,3.33,45,32,0,4,19,1,0,0,4,1,45,0
4111,3,52,23,1,4,19,1,1,1,2,1,40,0
4112,3.33,50,20,0,4,18,1,0,0,10,1,50,1
4113,3,42,24,0,4,19,1,1,1,9,1,32.5,1
4114,4,42.5,23,0,4,19,1,0,1,10,1,47.5,1
4115,3,52,24,0,4,18,1,1,0,4,1,35,0
4116,3.67,32,20,0,5,19,1,0,1,9,1,27.5,0
4117,2.67,40,26,0,4,18,1,1,1,7,1,40,0
4118,2.33,44,31,1,4,19,1,0,0,3,1,45,0
4119,4,32,10,0,2,19,1,0,1,10,1,40,0
4120,2.33,30,18,0,2,18,1,0,1,9,1,37.1428571428571,0
4121,3.33,48,23,0,3,18,1,0,1,2,1,25,0
4122,2.67,56,18,0,2,19,1,0,0,9,1,42.5,0
4123,3,28,18,0,3,18,1,0,1,9,1,40,0
4124,3,38,16,1,2,19,1,0,1,9,1,40,1
4125,3.33,42,29,1,4,18,1,0,1,8,1,55,0
4126,4,56,19,0,6,18,1,0,1,11,1,47.5,0
4127,3.67,40,16,0,6,19,1,0,0,7,1,7.5,1
4128,1.67,56,25,1,4,17,1,0,0,3,1,32.5,0
4129,3.33,28,16,0,4,19,1,0,1,7,1,37.5,1
4130,4,60,30,0,4,19,1,1,0,9,1,45,0
4131,4,54,32,0,4,18,1,0,0,2,1,50,0
