"id","GPA","QI","act","male","race","age","fulltime","PellEligible","firstgen","major","ftfy","motivation","work"
1895,4,55,25,1,4,19,1,0,1,8,1,60,1
1896,4,56,29,1,4,19,1,0,0,4,1,55,1
1897,4,42,29,1,4,18,1,1,0,8,1,40,1
1898,3.67,40,24,1,4,18,1,0,1,1,1,32.5,1
1899,4,56,27,0,4,18,1,0,0,1,1,52.5,0
1900,3.67,48,28,0,4,18,1,0,0,9,1,60,1
1901,3.67,60,24,0,4,19,1,0,0,6,1,60,1
1902,2.33,60,20,1,4,18,1,1,0,5,1,5,1
1903,3.67,60,24,0,4,19,1,0,1,9,1,57.5,1
1904,3,40,25,0,4,19,1,1,0,7,1,37.5,1
1905,2.33,38,17,0,6,18,1,0,0,1,1,22.5,0
1906,3.67,54,32,0,6,18,1,1,0,11,1,42.5,0
1907,2.67,50,24,1,2,19,1,1,1,5,1,32.5,1
1908,3.33,50,26,0,4,18,1,0,1,5,1,52.5,0
1909,4,54,29,0,4,18,1,0,1,4,1,37.5,1
1910,3,48,26,0,4,18,1,0,0,11,1,35,1
1911,4,50,30,1,4,19,1,0,1,3,1,50,1
1912,4,42,29,0,4,18,1,0,0,4,1,35,0
1913,3.67,42,27,1,4,18,1,0,0,3,1,27.5,0
1914,4,48,31,1,4,18,1,0,0,3,1,42.5,0
1915,4,44,33,0,4,18,1,0,0,9,1,25,0
1916,4,40,34,0,4,18,1,0,0,2,1,32.5,1
1917,3.67,46,30,0,4,18,1,0,0,5,1,42.5,1
1918,4,44,20,1,4,18,1,0,0,11,1,30,1
1919,3.33,50,21,0,4,18,1,1,0,11,1,35,1
1920,3.67,44,21,0,4,19,1,0,0,9,1,32.5,1
1921,4,56,25,0,4,18,1,0,1,5,1,47.5,1
1922,3.67,36,19,0,4,18,1,1,0,5,1,7.5,0
1923,3.67,58,28,1,4,19,1,1,0,5,1,60,1
1924,4,48,22,0,4,26,1,0,1,1,1,37.5,1
1925,4,38,24,0,4,18,1,0,0,9,1,40,0
1926,3,16,20,0,6,19,1,0,0,6,0,55,1
1927,4,40,18,0,4,18,1,1,1,4,1,47.5,1
1928,2.33,48,23,0,4,19,1,0,1,11,1,60,0
1929,3.67,26,22,1,4,19,1,0,0,3,1,47.5,0
1930,2.33,42,29,1,4,18,1,0,0,5,1,27.5,0
1931,3,58,28,1,4,18,1,0,0,1,1,60,0
1932,3.33,50,30,1,4,18,1,0,0,8,1,47.5,1
1933,3.67,34,32,1,4,19,1,0,1,8,1,42.5,0
1934,3,44,30,1,4,18,1,0,0,8,1,32.5,0
1935,3,42,20,1,1,18,1,0,0,8,1,22.5,0
1936,3.33,32.5,23,1,4,18,1,0,1,11,1,60,0
1937,3,40,30,0,4,19,1,0,0,11,1,32.5,1
1938,3,30,22,1,4,18,1,0,1,1,1,10,1
1939,3.67,38,20,0,2,18,1,0,0,5,1,45,1
1940,2.67,24,20,0,4,18,1,0,1,9,1,30,0
1941,4,48,28,0,4,18,1,0,0,4,1,45,0
1942,3,38,23,1,4,19,1,0,1,5,1,17.5,1
1943,3,60,23,0,3,18,0,0,1,9,0,52.5,1
1944,3,60,25,0,1,18,1,0,1,9,1,22.5,0
1945,3.33,50,25,0,4,18,1,0,0,6,1,47.5,0
1946,3.33,42,33,1,4,19,1,0,1,8,1,42.5,0
1947,4,46,28,0,4,18,1,1,0,7,1,45,0
1948,3,60,23,1,4,19,1,1,0,5,1,60,0
1949,2.33,46,16,0,2,18,1,0,0,10,1,27.5,1
1950,3.33,42,17,0,4,18,1,0,1,9,1,47.5,1
1951,3.67,18,23,0,4,19,1,0,1,9,1,32.5,1
1952,2.33,48,23,0,6,18,1,1,0,4,1,40,0
1953,3.33,45,28,0,4,19,1,0,0,11,1,30,1
1954,4,42,30,1,4,22,1,0,0,5,1,45,1
1955,3.33,46,21,0,4,20,1,0,1,1,1,30,1
1956,4,34,26,0,4,18,1,0,0,7,1,40,1
1957,3.67,36,18,0,4,19,1,0,1,5,1,55,1
1958,3,44,20,1,5,18,1,0,0,2,1,20,0
1959,4,44,27,0,4,20,1,0,1,4,0,60,1
1960,4,50,25,0,4,18,1,1,1,2,1,42.5,0
1961,3.67,48,26,0,4,18,1,0,0,10,1,25,1
1962,3.33,42,29,0,4,18,1,0,0,3,1,45,1
1963,4,50,28,1,4,18,1,0,1,9,1,37.5,0
1964,3.33,40,19,1,1,21,0,0,0,5,0,25,1
1965,3,60,23,0,6,19,1,0,0,9,1,40,1
1966,3.67,60,16,1,1,20,1,1,0,2,1,40,0
1967,4,25,21,0,4,18,1,0,1,9,1,25,1
1968,3.33,60,20,0,4,19,1,0,0,7,1,60,1
1969,3.67,56,25,0,4,19,1,1,1,7,1,47.5,0
1970,3.67,54,29,1,4,19,1,0,0,2,1,37.5,1
1971,2.67,60,18,0,2,18,1,0,1,4,1,57.5,1
1972,3.33,34,18,0,4,18,1,0,0,4,1,17.5,0
1973,3.33,48,24,1,4,18,1,0,0,9,1,22.5,1
1974,3.67,48,27,0,4,19,1,1,0,9,1,45,0
1975,3,22,19,0,5,19,1,0,1,4,1,22.5,1
1976,3.67,40,21,0,4,18,1,0,0,9,1,40,0
1977,2.33,52,19,0,4,18,1,0,1,1,1,35,0
1978,3.67,58,17,0,4,18,1,0,0,7,1,32.5,1
1979,3,54,32,1,4,18,1,0,0,3,1,45,0
1980,4,46,29,1,4,18,1,1,0,4,1,40,0
1981,3.67,60,20,0,4,21,1,0,0,1,1,55,1
1982,4,46,23,0,4,18,1,0,0,9,1,60,1
1983,2.67,32,23,0,4,19,1,0,0,7,0,37.5,0
1984,4,50,26,0,4,18,1,0,1,5,1,57.5,0
1985,4,60,15,0,3,18,1,0,1,11,1,40,1
1986,4,40,20,0,4,19,1,0,1,1,1,15,0
1987,4,44,26,0,4,18,1,0,0,7,1,25,1
1988,4,42,25,0,4,18,1,0,0,7,1,60,1
1989,3.67,47.5,18,0,4,33,0,0,0,5,1,35,1
1990,4,50,26,1,4,19,1,0,0,7,1,60,0
1991,4,20,17,1,4,18,1,1,1,11,1,20,1
1992,3,56,24,0,4,18,1,0,1,4,1,50,1
1993,4,40,21,0,5,19,1,0,0,1,1,40,0
1994,3.33,60,18,0,4,18,1,0,1,9,1,60,1
1995,3.67,38,29,0,5,18,1,0,0,9,1,55,1
1996,3.67,52,25,0,4,18,1,0,0,9,1,37.5,0
1997,2,45,24,1,4,20,1,0,0,3,0,32.5,0
1998,2.33,48,29,1,4,19,1,0,0,11,1,37.5,1
1999,3.33,60,25,0,4,18,1,0,0,7,1,57.5,0
2000,3,38,24,0,4,18,1,0,0,11,1,40,1
2001,3,44,26,1,4,19,1,0,0,2,1,60,1
2002,4,36,28,0,4,18,1,0,0,7,1,30,0
2003,3,46,22,0,4,19,1,0,1,9,1,57.5,1
2004,3.67,54,21,0,4,19,1,0,1,4,1,52.5,1
2005,3,30,25,1,5,18,1,0,0,8,1,25,0
2006,4,50,22,0,4,18,1,0,0,9,1,50,0
2007,3.33,40,25,0,4,18,1,0,0,11,1,40,0
2008,4,60,32,0,4,19,1,0,1,2,1,60,1
2009,3.67,28,29,0,4,19,1,0,0,11,1,22.5,0
2010,2,44,21,0,4,18,1,0,0,2,1,42.5,0
2011,3.67,38,26,1,4,19,1,0,0,2,1,52.5,1
2012,4,12,33,1,4,18,1,0,1,2,1,30,0
2013,3.33,35,26,0,4,18,1,0,0,11,1,25,0
2014,4,60,21,1,3,19,1,0,1,1,1,60,0
2015,4,40,27,1,3,18,1,0,0,4,1,32.5,0
2016,3.33,44,20,0,4,19,1,0,0,9,1,37.5,0
2017,3,48,24,1,4,19,1,0,0,3,1,55,0
2018,3.67,50,32,1,4,19,1,0,0,5,1,45,0
2019,3.33,52,22,0,4,18,1,0,0,10,1,30,1
2020,4,44,30,0,4,18,1,0,1,9,1,30,0
2021,4,42,32,1,4,18,1,0,0,7,1,37.5,0
2022,3,48,23,1,4,19,1,0,0,3,1,32.5,0
2023,3.33,56,15,0,4,19,1,0,0,5,1,42.5,0
2024,4,44,30,0,4,18,1,1,0,7,1,52.5,0
2025,3.67,30,27,0,4,19,1,0,1,10,1,60,1
2026,3,52,31,0,4,19,1,0,0,4,1,47.5,0
2027,3.33,40,26,1,4,18,1,0,0,6,1,45,1
2028,3.67,40,19,0,4,18,1,0,1,9,1,20,1
2029,3.67,52,26,0,4,18,1,1,0,5,1,42.5,1
2030,3.67,48,16,0,4,19,1,0,0,7,1,50,0
2031,3.67,40,20,0,4,19,1,0,0,1,1,42.5,1
2032,3.33,50,18,1,4,19,1,1,0,7,1,40,0
2033,1.67,46,25,0,4,19,1,0,0,3,1,30,0
2034,3.33,54,22,0,4,18,1,0,1,1,1,60,1
2035,3.33,52,21,0,4,19,1,0,0,9,1,31.4285714285714,1
2036,3.67,50,20,0,4,19,1,0,1,9,1,40,1
2037,3.67,22,20,0,4,19,1,0,0,9,1,40,1
2038,3.67,46,24,0,4,18,1,0,1,4,1,42.5,1
2039,3.33,50,23,0,4,18,1,0,0,7,1,35,1
2040,3,42,24,0,4,18,1,0,1,7,1,40,1
2041,3,38,25,1,4,19,1,0,0,3,1,20,0
2042,4,48,31,0,4,18,1,0,1,11,1,30,0
2043,1.67,52,20,0,4,19,1,0,0,7,1,22.5,0
2044,3.33,46,25,1,6,19,1,1,1,5,1,37.5,0
2045,3.67,24,32,0,4,18,1,1,0,11,1,32.5,1
2046,4,46,25,1,4,18,1,0,1,9,1,47.5,1
2047,2,40,17,0,4,19,1,1,1,7,1,40,1
2048,2.33,37.5,21,0,4,19,1,0,0,7,1,37.5,1
2049,4,44,26,0,4,19,1,0,0,7,1,27.5,1
2050,4,20,20,0,4,19,1,0,0,11,1,57.5,0
2051,3,60,22,1,4,19,1,0,0,9,1,60,0
2052,4,52,33,0,4,18,1,0,0,4,1,50,0
2053,3.67,46,26,0,4,18,1,1,0,3,1,52.5,0
2054,2.67,50,27,1,4,18,1,1,0,4,1,32.5,1
2055,3.67,50,24,0,5,18,1,0,1,2,1,32.5,1
2056,3,54,22,1,4,19,1,0,0,7,0,25,0
2057,4,14,24,0,4,18,1,0,0,11,1,60,1
2058,3.67,60,23,0,4,18,1,0,1,1,1,35,1
2059,4,60,33,0,4,18,1,0,0,1,1,55,0
2060,2.67,60,28,1,4,18,1,0,0,10,1,40,1
2061,3,40,20,1,4,19,1,0,0,11,0,27.5,1
2062,3.67,40,22,0,4,19,1,0,1,11,1,32.5,1
2063,4,34,30,1,4,19,1,0,0,1,1,35,0
2064,4,40,25,0,4,19,1,0,0,5,1,60,1
2065,3.67,32,23,1,4,19,1,0,1,11,1,25,1
2066,3.67,38,21,0,4,18,1,0,0,7,1,30,0
2067,3.67,56,28,1,6,19,1,0,1,5,1,50,1
2068,3,16,21,0,4,19,1,0,0,5,1,40,1
2069,3.67,60,22,0,4,18,1,0,0,5,1,57.5,0
2070,3.33,30,17,0,2,19,1,0,0,7,1,50,1
2071,4,52,22,0,6,18,1,0,1,10,1,60,0
2072,3,4,21,0,4,18,0,0,1,9,1,12.5,0
2073,3,32,26,1,4,18,1,0,0,7,1,20,1
2074,4,50,24,0,1,18,1,0,1,5,1,37.5,0
2075,3,26,23,0,4,18,1,1,1,9,1,45,1
2076,1.67,60,21,1,4,20,1,0,1,2,1,40,0
2077,4,36,29,0,4,18,1,1,0,5,1,27.5,1
2078,3,42,31,0,4,18,1,0,1,2,1,57.5,1
2079,3.67,18,21,1,4,18,1,0,1,9,1,47.5,1
2080,4,40,30,1,4,18,1,0,1,3,0,27.5,0
2081,3.67,60,29,1,4,19,1,0,1,3,1,37.5,1
2082,3.67,60,24,1,4,19,1,0,0,4,1,42.5,1
2083,3.33,60,23,0,5,18,1,0,1,1,1,34.2857142857143,0
2084,3,40,29,0,4,19,1,0,0,6,1,45,0
2085,4,54,26,0,4,18,1,0,0,9,1,60,0
2086,3.33,36,25,0,4,19,1,0,1,2,1,42.5,0
2087,3.33,32.5,17,0,1,19,1,0,1,5,1,50,0
2088,3.67,36,28,0,5,19,1,0,1,4,1,60,0
2089,3.67,50,32,0,4,18,1,0,1,7,1,30,1
2090,3,50,18,0,2,18,1,0,1,2,1,60,0
2091,4,42,29,0,4,19,1,0,0,2,1,60,0
2092,3.67,30,23,1,4,19,1,0,0,5,1,40,0
2093,3,36,19,0,2,19,1,0,1,2,1,40,1
2094,3.67,58,28,1,4,19,1,0,1,4,1,50,1
2095,4,28,29,1,4,18,1,0,0,5,1,35,0
2096,4,48,29,1,1,18,1,0,0,2,1,52.5,0
2097,2.67,16,22,1,6,18,1,0,0,9,1,32.5,1
2098,3.67,40,21,0,2,18,1,0,0,4,1,20,0
2099,4,50,27,0,4,19,1,0,0,5,1,40,0
2100,3.67,40,23,1,4,20,0,0,1,5,0,27.5,1
2101,3.67,48,27,0,4,19,1,0,0,2,1,47.5,0
2102,4,32,29,0,4,18,1,0,0,9,1,37.5,0
2103,4,44,30,0,4,18,1,0,0,11,1,37.5,0
2104,4,40,25,0,4,18,1,0,1,2,1,40,0
2105,3.67,46,25,0,4,25,0,0,0,11,0,35,1
2106,3.67,60,32,1,4,18,1,0,0,8,1,40,0
2107,4,38,23,0,4,18,1,0,0,5,1,22.5,0
2108,4,52,30,1,4,19,1,0,0,8,1,50,0
2109,3.67,30,33,0,4,18,1,0,0,3,1,22.5,0
2110,4,42,29,0,4,18,1,0,0,11,1,47.5,0
2111,3.33,50,22,1,2,18,1,1,1,9,1,27.5,0
2112,4,54,19,0,4,18,1,0,0,11,0,35,1
2113,3.67,60,22,0,4,18,1,0,0,3,0,60,1
2114,3,42,25,0,4,18,1,0,1,9,1,60,1
2115,3,42,24,1,4,19,1,0,1,5,1,50,1
2116,3.33,57.5,24,1,4,19,1,0,0,4,1,30,1
2117,2.33,38,20,1,4,19,1,0,1,8,1,20,0
2118,3.67,37.5,26,1,1,18,1,0,0,3,1,40,0
2119,4,36,21,0,6,19,1,1,0,7,1,40,0
2120,4,10,23,0,4,19,1,0,1,7,1,50,0
2121,3.67,44,21,0,4,18,1,0,0,8,1,17.5,0
2122,3.33,20,21,0,4,18,1,0,1,4,1,22.5,0
2123,3,12,25,0,4,19,1,0,1,9,1,55,1
2124,3,60,22,0,4,18,1,0,1,5,1,60,1
2125,2.67,18,21,0,4,19,1,0,1,11,1,37.5,0
2126,4,50,22,0,4,18,1,0,1,9,1,32.5,1
2127,3,50,30,1,4,18,1,0,0,2,1,47.5,0
2128,3.33,47.5,22,0,3,18,1,0,0,8,1,47.5,1
2129,3.67,30,18,1,4,20,1,0,0,10,0,20,0
2130,3.67,34,20,0,4,18,1,0,1,9,1,45,1
2131,3,52,19,0,2,18,1,0,0,9,1,60,1
2132,4,50,23,0,1,18,1,0,1,5,1,60,1
2133,3.33,36,23,0,2,18,1,0,1,9,1,32.5,1
2134,2.67,60,26,0,2,18,1,0,1,8,1,42.5,1
2135,4,30,21,1,4,19,0,0,1,8,1,7.5,1
2136,4,46,26,0,4,18,1,0,1,1,1,47.5,0
2137,2.33,30,25,0,4,18,1,0,0,5,1,40,0
2138,3,24,17,0,4,18,1,0,1,1,1,45,1
2139,3.67,54,25,1,4,18,1,0,1,7,1,32.5,1
2140,4,22,22,0,6,18,1,0,1,4,1,35,1
2141,3,40,24,0,4,18,1,1,0,9,1,32.5,0
2142,3,22,19,0,4,18,1,0,1,9,1,35,0
2143,3,34,26,0,6,18,1,0,1,9,1,30,1
2144,3.33,52,22,0,4,18,1,0,1,1,1,32.5,0
2145,2.33,22,17,1,4,18,1,0,0,3,1,5,1
2146,3.33,42,21,1,5,18,1,0,0,8,1,50,1
2147,2.33,60,25,0,4,18,1,0,1,4,1,60,0
2148,3.33,16,22,0,4,18,1,0,0,10,1,30,0
2149,3,30,25,0,4,18,1,0,1,8,1,42.5,0
2150,4,54,14,0,2,19,1,0,0,9,1,35,0
2151,2.67,46,22,0,6,18,1,0,0,10,1,37.5,1
2152,3.67,17.5,28,0,4,19,1,0,1,2,1,20,0
2153,3,38,25,0,4,18,1,0,1,5,1,10,0
2154,2.67,47.5,18,0,4,19,1,0,1,4,1,25,1
2155,3,50,21,0,4,18,1,0,0,1,1,20,1
2156,3.67,44,32,0,4,19,1,0,0,1,1,40,1
2157,4,56,23,0,4,18,0,0,1,7,1,60,1
2158,4,36,29,0,4,18,1,0,0,9,1,40,0
2159,3.67,54,30,0,4,18,1,0,1,7,1,55,1
2160,3,40,25,1,4,19,1,1,0,9,1,22.5,0
2161,3.33,50,23,0,4,19,1,0,1,4,1,37.5,0
2162,2.67,57.5,19,0,4,18,1,0,1,7,1,42.5,1
2163,3,42,31,1,4,18,1,0,0,11,1,52.5,1
2164,3,38,22,1,4,19,1,0,0,9,1,40,0
2165,3.67,45,24,0,4,18,1,0,0,9,1,40,1
2166,4,50,25,0,4,18,1,0,1,7,1,52.5,1
2167,3,60,26,0,4,33,1,0,0,3,0,45,1
2168,3.33,45,24,0,4,18,1,0,1,9,1,25,1
2169,3.67,18,29,0,4,19,1,0,0,7,1,25,1
2170,3.33,60,25,1,4,20,0,0,0,8,0,35,1
2171,3.67,34,16,0,2,18,1,0,1,6,1,27.5,1
2172,3.67,38,23,0,4,18,1,0,0,2,1,52.5,0
2173,4,54,28,1,4,18,1,0,0,1,1,42.5,0
2174,3,56,25,0,4,18,1,0,1,7,1,60,0
2175,4,50,28,0,4,18,1,0,1,11,1,50,0
2176,4,42.5,23,1,4,20,1,0,0,1,1,37.5,1
2177,3.67,36,23,0,4,18,1,0,0,7,1,37.5,1
2178,3,52,27,0,4,18,1,0,1,7,1,60,1
2179,3,42,24,1,2,18,1,1,0,3,1,40,0
2180,3.33,48,23,1,4,18,1,0,1,3,1,30,1
2181,4,50,23,0,4,18,1,0,0,9,1,40,1
2182,2.67,60,24,0,4,18,1,0,1,9,1,47.5,1
2183,3,44,24,0,4,19,1,0,0,9,1,20,1
2184,3,42,24,0,4,18,1,0,0,7,1,35,0
2185,4,26,18,0,3,18,1,0,1,3,1,37.5,1
2186,2.33,50,20,0,1,19,1,0,1,2,1,55,1
2187,3,46,24,0,4,18,1,0,0,9,1,15,0
2188,2.67,36,19,0,4,18,1,0,1,5,1,60,1
2189,2.67,36,24,0,4,19,1,0,0,10,1,30,1
2190,2.67,40,25,0,4,18,1,0,1,2,1,27.5,1
2191,4,32,18,1,4,19,1,1,0,11,0,20,0
2192,3,58,22,0,4,18,1,1,0,2,1,50,0
2193,3.67,44,22,0,4,18,1,1,0,11,1,60,1
2194,3.33,24,29,0,4,18,1,0,0,4,1,12.5,1
2195,3.67,6,28,1,4,19,1,1,0,6,1,20,1
2196,3.67,50,25,0,2,18,1,0,0,2,1,40,0
2197,1.67,36,19,1,2,20,1,0,1,9,0,47.5,0
2198,3,12,25,0,4,18,1,0,0,9,1,40,1
2199,3,50,23,1,4,19,1,0,1,9,1,45,1
2200,3.33,20,21,1,4,19,1,0,0,5,1,30,0
2201,2.67,50,23,0,2,18,1,0,0,2,1,57.5,0
2202,3,52,18,0,5,20,1,0,1,11,0,20,1
2203,3.33,45,25,0,4,19,1,0,0,9,1,12.5,1
2204,2.33,60,20,0,4,18,1,0,1,2,1,60,0
2205,3.67,38,30,0,4,19,1,0,0,5,1,50,1
2206,2.67,55,28,1,6,19,1,0,1,3,0,47.5,1
2207,2,28,27,0,4,18,1,0,1,4,1,37.5,1
2208,2.67,48,26,0,4,18,1,0,1,11,1,57.5,1
2209,4,37.5,22,0,3,19,1,0,1,10,1,47.5,1
2210,3.33,42,26,0,4,19,1,0,1,7,1,50,1
2211,3,37.5,25,0,1,18,1,0,1,5,1,20,0
2212,3.67,47.5,23,0,4,19,1,0,0,9,1,37.5,0
2213,2.67,38,20,0,4,19,1,0,1,9,1,42.5,0
2214,4,50,22,1,4,19,1,0,1,9,1,27.5,0
2215,3,45,25,1,4,18,1,0,1,3,1,27.5,0
2216,3.67,45,23,1,5,18,1,0,1,1,1,27.5,0
2217,2,10,20,0,6,18,1,0,0,3,1,37.5,1
2218,3.67,22.5,22,1,6,19,1,0,1,1,1,5,0
2219,4,55,29,0,4,19,1,0,0,7,1,42.5,1
2220,2.67,52,23,0,4,19,1,0,1,9,1,55,1
2221,3.67,34,33,0,4,19,1,0,1,3,1,35,1
2222,4,42,23,0,4,18,1,0,0,9,1,55,0
2223,3,54,25,0,4,19,1,0,1,7,1,28.5714285714286,0
2224,3.67,40,27,0,4,18,1,0,0,5,1,47.5,1
2225,4,50,27,0,6,18,1,0,0,3,1,42.5,0
2226,4,36,29,0,4,18,1,0,1,9,1,52.5,0
2227,3.67,24,20,0,4,18,1,0,0,4,1,60,0
2228,2.67,22,21,1,5,18,1,0,1,9,1,45,0
2229,2,56,22,0,4,19,1,0,1,9,1,47.5,1
2230,2.67,48,22,0,4,19,1,0,1,10,1,20,0
2231,4,44,27,0,4,19,1,0,0,5,1,32.5,1
2232,3,36,23,0,4,18,1,1,1,5,1,22.8571428571429,1
2233,4,50,27,0,4,18,1,0,1,9,1,52.5,1
2234,3,40,28,0,4,18,1,0,0,10,1,37.5,1
2235,3.33,46,21,0,4,19,1,0,1,9,1,20,1
2236,3,40,21,1,4,18,1,0,0,2,1,57.5,0
2237,3.33,28,23,0,4,19,1,0,0,6,1,45,1
2238,4,52.5,25,1,6,18,1,0,0,2,1,60,0
2239,3,48,20,0,2,18,1,1,0,9,1,40,0
2240,2.33,52.5,20,1,2,18,1,0,1,6,1,50,0
2241,2,60,16,1,2,18,1,0,1,10,1,47.5,0
2242,1.67,36,23,0,2,19,1,0,1,7,1,35,0
2243,4,42,20,0,2,18,1,0,0,2,1,5,0
2244,3.33,56,19,1,2,18,1,0,1,10,-1,60,1
2245,2.33,20,20,0,2,19,1,0,1,9,1,60,0
2246,4,12,23,0,4,19,1,0,1,1,1,57.5,1
2247,3.67,44,25,0,4,18,1,0,0,9,1,35,1
2248,3,32,22,0,4,18,1,0,1,11,1,55,1
2249,3.67,60,18,1,4,19,1,0,1,8,1,20,1
2250,3.67,40,31,0,4,19,1,0,0,8,1,22.5,1
2251,2.33,42,18,0,2,21,1,0,1,1,1,60,1
2252,2,28,21,1,4,18,1,0,1,3,1,27.5,1
2253,3.67,26,24,0,4,19,1,0,0,9,1,42.5,1
2254,3,47.5,24,0,4,18,1,0,0,4,1,45,0
2255,3.67,42,21,1,4,19,1,0,1,8,1,32.5,1
2256,3,38,28,0,4,18,1,0,0,7,1,20,1
2257,4,60,30,1,5,18,1,0,1,3,1,42.5,0
2258,2,47.5,22,0,2,18,1,0,0,1,1,7.5,1
2259,3.67,26,24,0,4,18,1,0,1,9,1,40,1
2260,3.33,60,28,1,4,19,1,0,1,1,1,40,1
2261,3,48,28,1,4,18,1,0,0,8,1,37.5,1
2262,3,44,30,0,4,18,1,0,1,2,1,32.5,1
2263,4,36,35,0,4,18,1,0,0,11,1,37.5,0
2264,3.67,38,31,0,4,19,1,0,0,9,1,47.5,0
2265,3,46,28,1,4,18,1,0,1,5,1,40,1
2266,3.67,40,31,0,4,18,1,0,0,9,1,32.5,0
2267,3.67,22,29,0,4,19,1,0,0,2,1,22.5,0
2268,3.67,32,32,1,4,19,1,0,0,4,1,27.5,1
2269,4,32,32,0,4,18,1,0,0,2,1,22.5,1
2270,2.67,24,31,0,4,18,1,0,0,9,1,25,1
2271,3.33,40,29,1,5,19,1,0,0,9,1,27.5,1
2272,3.67,46,32,0,4,18,1,0,0,4,1,37.5,0
2273,3.33,46,32,0,4,18,1,0,0,2,1,40,0
2274,3.33,40,32,0,4,18,1,0,0,8,1,30,1
2275,3,32,23,0,4,19,1,0,1,9,1,25,1
2276,3.33,48,23,0,4,18,1,1,1,9,1,42.5,0
2277,3.67,40,24,1,4,18,1,0,0,5,1,35,1
2278,3,40,14,0,6,18,1,0,1,9,1,40,1
2279,2.33,37.5,20,0,4,18,1,1,0,2,1,35,1
2280,3.33,40,21,0,1,18,1,0,1,2,1,17.5,0
2281,4,30,26,0,4,18,1,1,0,4,1,32.5,0
2282,4,50,27,0,4,18,1,0,0,4,1,32.5,0
2283,3.67,40,25,0,6,18,1,0,0,7,1,17.5,1
2284,3,28,22,0,4,19,1,0,0,2,1,7.5,0
2285,3.33,36,24,1,4,18,1,0,0,3,1,20,1
2286,4,60,23,0,4,18,1,0,1,9,1,37.5,0
2287,3.33,44,23,0,4,18,1,0,0,4,1,15,1
2288,4,32,19,0,2,18,1,0,1,9,1,40,1
2289,4,48,31,0,4,18,1,0,0,9,1,37.5,0
2290,3.67,40,23,0,2,18,1,0,0,5,1,17.5,0
2291,4,48,34,1,6,19,1,1,0,5,1,52.5,0
2292,3.33,28,21,1,4,18,1,0,1,2,1,40,0
2293,3.67,52,36,0,4,18,1,0,0,1,1,32.5,0
2294,3.67,52.5,28,1,4,19,1,0,0,4,1,12.5,0
2295,3.33,35,29,0,1,18,1,0,0,6,1,35,0
2296,3.67,42,29,1,1,18,1,0,0,2,1,48.5714285714286,0
2297,2.33,42,31,0,1,18,1,0,1,2,1,40,0
2298,4,56,32,0,5,18,1,0,0,6,1,37.5,1
2299,4,10,26,0,5,19,1,1,0,4,1,60,1
2300,3.67,35,29,0,1,18,1,0,0,2,1,20,0
2301,3,40,31,0,4,18,1,0,0,2,1,40,1
2302,3,52,27,0,6,18,1,0,1,2,1,60,1
2303,3,16,30,1,1,18,1,0,1,5,1,32.5,1
2304,4,40,31,0,4,18,1,0,0,1,1,52.5,0
2305,3.67,14,31,0,6,18,1,0,0,4,1,20,0
2306,3.67,45,31,0,4,18,1,1,0,6,1,52.5,1
2307,3.33,26,26,0,6,18,1,0,0,1,1,17.5,1
2308,2.33,52,24,0,6,18,1,0,0,9,1,52.5,1
2309,3,46,30,0,4,18,1,0,0,2,1,45,0
2310,4,36,32,1,4,19,1,0,0,4,1,22.5,1
2311,3.33,50,32,0,1,19,1,0,0,8,1,40,0
2312,3.67,32,30,0,1,18,1,0,0,5,1,25,0
2313,3,34,26,0,4,19,1,0,1,9,1,25.7142857142857,0
2314,3.67,60,34,0,1,18,1,0,0,9,1,50,0
2315,4,36,30,0,4,19,1,0,0,6,1,20,0
2316,4,32,32,1,5,18,1,1,1,8,1,30,1
2317,3.33,40,30,0,4,18,1,0,0,6,1,52.5,1
2318,3.33,17.5,27,0,4,18,1,0,0,3,1,25,0
2319,3.33,48,27,0,3,18,1,0,0,5,1,35,0
2320,3.33,46,29,0,4,18,1,1,0,11,1,37.5,0
2321,3.33,42,27,0,5,18,1,0,0,9,1,30,0
2322,3.33,52,32,1,3,18,1,0,0,5,1,25,1
2323,3.33,24,31,0,4,18,1,0,0,2,1,7.5,0
2324,4,8,25,1,4,19,1,1,0,8,1,20,0
2325,2.33,54,28,1,6,19,1,0,0,1,1,50,0
2326,3.67,34,28,0,6,18,1,0,0,4,1,22.5,1
2327,3.67,22,26,0,4,18,1,0,1,4,1,17.5,1
2328,3.33,46,24,0,4,18,1,0,1,2,1,20,0
2329,4,54,30,0,4,19,1,0,0,1,1,37.5,1
2330,3.33,44,23,1,4,18,1,0,0,3,1,40,0
2331,4,50,26,0,4,18,1,0,0,10,1,37.5,0
2332,4,58,22,0,4,18,1,0,1,4,1,57.5,1
2333,3,36,30,0,6,19,1,0,1,7,1,45,1
2334,4,44,23,1,4,19,1,1,0,11,1,40,1
2335,4,40,22,0,4,18,1,0,1,4,1,30,1
2336,3.67,48,22,1,4,19,1,0,0,6,1,40,0
2337,3.67,60,20,0,4,18,1,0,1,8,1,60,1
2338,2.67,46,26,0,4,18,1,0,0,8,1,55,0
2339,2.67,44,26,0,4,20,1,0,0,7,1,60,0
2340,4,52.5,32,1,4,18,1,0,0,3,1,35,0
2341,4,38,30,1,4,18,1,1,0,8,1,52.5,0
2342,4,40,31,0,4,18,1,0,0,4,1,25,1
